cactus_id,legacy_display_name,accepted_name,accepted_author,accepted_genus,species,subfamily,tribe,names_count,all_names,all_names_with_status,photo_main_url,photo_flower_url,photo_spines_url,morphology_stem,morphology_spines,morphology_flower,morphology_fruit,notes_ru
wfo-0001247809,Cactus alternatus,Mammillaria magnimamma,Haw.,Mammillaria,magnimamma,,,92,Cactus alternatus | Cactus bockii | Cactus centricirrhus | Cactus diadema | Cactus divaricatus | Cactus divergens | Cactus ehrenbergii | Cactus foersteri | Cactus foveolatus | Cactus gladiatus | Cactus glaucus | Cactus grandicornis | Cactus guillemianus | Cactus guilleminianus | Cactus hystrix | Cactus krameri | Cactus lactescens | Cactus lehmannii | Cactus ludwigii | Cactus macracanthus | Cactus magnimamma | Cactus megacanthus | Cactus microceras | Cactus neumannianus | Cactus pazzanii | Cactus pentacanthus | Cactus phymatothele | Cactus versicolor | Cereus lehmannii | Chilita zuccariniana | Mammillaria arietina | Mammillaria bockii | Mammillaria bucareliensis | Mammillaria centricirrha | Mammillaria ceratophora | Mammillaria cirrosa | Mammillaria deflexispina | Mammillaria diadema | Mammillaria divaricata | Mammillaria divergens | Mammillaria ehrenbergii | Mammillaria falcata | Mammillaria flavovirens | Mammillaria foersteri | Mammillaria foveolata | Mammillaria geberweileriana | Mammillaria gebweileriana | Mammillaria gladiata | Mammillaria glauca | Mammillaria grandicornis | Mammillaria guilleminiana | Mammillaria hopferiana | Mammillaria hystrix | Mammillaria krameri | Mammillaria krauseana | Mammillaria lactescens | Mammillaria lehmannii | Mammillaria ludwigii | Mammillaria macracantha | Mammillaria macrantha | Mammillaria magnimamma | Mammillaria megacantha | Mammillaria microceras | Mammillaria neumanniana | Mammillaria pachytele | Mammillaria pazzani | Mammillaria pazzanii | Mammillaria pentacantha | Mammillaria phymatothele | Mammillaria priessnitzii | Mammillaria recurva | Mammillaria rioverdense | Mammillaria rioverdensis | Mammillaria saxicola | Mammillaria schmidtii | Mammillaria senckeana | Mammillaria senckei | Mammillaria sericata | Mammillaria subcurvata | Mammillaria trohartii | Mammillaria uberimamma | Mammillaria vagaspina | Mammillaria vallensis | Mammillaria versicolor | Mammillaria zuccariniana | Neomammillaria centricirrha | Neomammillaria flavovirens | Neomammillaria macracantha | Neomammillaria magnimamma | Neomammillaria phymatothele | Neomammillaria vagaspina | Neomammillaria zuccariniana,Cactus alternatus [Synonym] | Cactus bockii [Synonym] | Cactus centricirrhus [Synonym] | Cactus diadema [Synonym] | Cactus divaricatus [Synonym] | Cactus divergens [Synonym] | Cactus ehrenbergii [Synonym] | Cactus foersteri [Synonym] | Cactus foveolatus [Synonym] | Cactus gladiatus [Synonym] | Cactus glaucus [Synonym] | Cactus grandicornis [Synonym] | Cactus guillemianus [Synonym] | Cactus guilleminianus [Synonym] | Cactus hystrix [Synonym] | Cactus krameri [Synonym] | Cactus lactescens [Synonym] | Cactus lehmannii [Synonym] | Cactus ludwigii [Synonym] | Cactus macracanthus [Synonym] | Cactus magnimamma [Synonym] | Cactus megacanthus [Synonym] | Cactus microceras [Synonym] | Cactus neumannianus [Synonym] | Cactus pazzanii [Synonym] | Cactus pentacanthus [Synonym] | Cactus phymatothele [Synonym] | Cactus versicolor [Synonym] | Cereus lehmannii [Synonym] | Chilita zuccariniana [Synonym] | Mammillaria arietina [Synonym] | Mammillaria bockii [Synonym] | Mammillaria bucareliensis [Synonym] | Mammillaria centricirrha [Synonym] | Mammillaria ceratophora [Synonym] | Mammillaria cirrosa [Synonym] | Mammillaria deflexispina [Synonym] | Mammillaria diadema [Synonym] | Mammillaria divaricata [Synonym] | Mammillaria divergens [Synonym] | Mammillaria ehrenbergii [Synonym] | Mammillaria falcata [Synonym] | Mammillaria flavovirens [Synonym] | Mammillaria foersteri [Synonym] | Mammillaria foveolata [Synonym] | Mammillaria geberweileriana [Synonym] | Mammillaria gebweileriana [Synonym] | Mammillaria gladiata [Synonym] | Mammillaria glauca [Synonym] | Mammillaria grandicornis [Synonym] | Mammillaria guilleminiana [Synonym] | Mammillaria hopferiana [Synonym] | Mammillaria hystrix [Synonym] | Mammillaria krameri [Synonym] | Mammillaria krauseana [Synonym] | Mammillaria lactescens [Synonym] | Mammillaria lehmannii [Synonym] | Mammillaria ludwigii [Synonym] | Mammillaria macracantha [Synonym] | Mammillaria macrantha [Synonym] | Mammillaria magnimamma [Accepted] | Mammillaria megacantha [Synonym] | Mammillaria microceras [Synonym] | Mammillaria neumanniana [Synonym] | Mammillaria pachytele [Synonym] | Mammillaria pazzani [Synonym] | Mammillaria pazzanii [Synonym] | Mammillaria pentacantha [Synonym] | Mammillaria phymatothele [Synonym] | Mammillaria priessnitzii [Synonym] | Mammillaria recurva [Synonym] | Mammillaria rioverdense [Synonym] | Mammillaria rioverdensis [Synonym] | Mammillaria saxicola [Synonym] | Mammillaria schmidtii [Synonym] | Mammillaria senckeana [Synonym] | Mammillaria senckei [Synonym] | Mammillaria sericata [Synonym] | Mammillaria subcurvata [Synonym] | Mammillaria trohartii [Synonym] | Mammillaria uberimamma [Synonym] | Mammillaria vagaspina [Synonym] | Mammillaria vallensis [Synonym] | Mammillaria versicolor [Synonym] | Mammillaria zuccariniana [Synonym] | Neomammillaria centricirrha [Synonym] | Neomammillaria flavovirens [Synonym] | Neomammillaria macracantha [Synonym] | Neomammillaria magnimamma [Synonym] | Neomammillaria phymatothele [Synonym] | Neomammillaria vagaspina [Synonym] | Neomammillaria zuccariniana [Synonym],,,,,,,,
wfo-0001288813,Cactus haageanus,Mammillaria haageana,Pfeiff.,Mammillaria,haageana,,,13,Cactus haageanus | Cactus kunthii | Cactus micans | Mammillaria collina | Mammillaria donatii | Mammillaria haageana | Mammillaria kunthii | Mammillaria micans | Mammillaria peacockii | Mammillaria perote | Neomammillaria collina | Neomammillaria donatii | Neomammillaria haageana,Cactus haageanus [Synonym] | Cactus kunthii [Synonym] | Cactus micans [Synonym] | Mammillaria collina [Synonym] | Mammillaria donatii [Synonym] | Mammillaria haageana [Accepted] | Mammillaria kunthii [Synonym] | Mammillaria micans [Synonym] | Mammillaria peacockii [Synonym] | Mammillaria perote [Synonym] | Neomammillaria collina [Synonym] | Neomammillaria donatii [Synonym] | Neomammillaria haageana [Synonym],,,,,,,,
wfo-0001287092,Cactus hemisphaericus,Mammillaria heyderi,Muehlenpf.,Mammillaria,heyderi,,,12,Cactus hemisphaericus | Cactus heyderi | Cactus sororius | Cactus texensis | Mammillaria buchheimiana | Mammillaria heyderi | Mammillaria lindheimeri | Mammillaria parrasensis | Mammillaria sororia | Mammillaria texensis | Mammillaria waltheri | Neomammillaria heyderi,Cactus hemisphaericus [Synonym] | Cactus heyderi [Synonym] | Cactus sororius [Synonym] | Cactus texensis [Synonym] | Mammillaria buchheimiana [Synonym] | Mammillaria heyderi [Accepted] | Mammillaria lindheimeri [Synonym] | Mammillaria parrasensis [Synonym] | Mammillaria sororia [Synonym] | Mammillaria texensis [Synonym] | Mammillaria waltheri [Synonym] | Neomammillaria heyderi [Synonym],,,,,,,,
wfo-0000369106,Mammillaria pachythele,Mammillaria pachythele,Salm-Dyck,Mammillaria,pachythele,,,1,Mammillaria pachythele,Mammillaria pachythele [Unchecked],,,,,,,,
wfo-0001256328,Neomammillaria baxteriana,Mammillaria pacifica,(H.E.Gates) Boed.,Mammillaria,pacifica,,,6,Mammillaria baxteriana | Mammillaria marshalliana | Mammillaria pacifica | Neomammillaria baxteriana | Neomammillaria marshalliana | Neomammillaria pacifica,Mammillaria baxteriana [Synonym] | Mammillaria marshalliana [Synonym] | Mammillaria pacifica [Synonym] | Neomammillaria baxteriana [Synonym] | Neomammillaria marshalliana [Synonym] | Neomammillaria pacifica [Synonym],,,,,,,,
wfo-0001256227,Mammillaria beiselii,Mammillaria nagliana,Repp.,Mammillaria,nagliana,,,2,Mammillaria beiselii | Mammillaria nagliana,Mammillaria beiselii [Synonym] | Mammillaria nagliana [Synonym],,,,,,,,
wfo-0001288945,Cactus acicularis,Mammillaria rhodantha,Link & Otto,Mammillaria,rhodantha,,,57,Cactus acicularis | Cactus atratus | Cactus aureiceps | Cactus canescens | Cactus capillaris | Cactus centrispinus | Cactus crassispinus | Cactus odieranus | Cactus phaeacanthus | Cactus pulcher | Cactus pyrrhochracanthus | Cactus pyrrhochroacanthus | Cactus rhodanthus | Cactus ruficeps | Cactus rutilus | Cactus stenocephalus | Cactus stueberi | Cactus tentaculatus | Mammillaria acicularis | Mammillaria andreae | Mammillaria atrata | Mammillaria aurata | Mammillaria aurea | Mammillaria aureiceps | Mammillaria bonavitii | Mammillaria centrispina | Mammillaria crassispina | Mammillaria diacentra | Mammillaria eugenia | Mammillaria flaviceps | Mammillaria floccigera | Mammillaria hybrida | Mammillaria imbricata | Mammillaria inuncta | Mammillaria neglecta | Mammillaria nigricans | Mammillaria odieriana | Mammillaria olivacea | Mammillaria pfeifferi | Mammillaria phaeacantha | Mammillaria pulchra | Mammillaria punctata | Mammillaria pyrrhocentra | Mammillaria pyrrhochracantha | Mammillaria radula | Mammillaria rhodantha | Mammillaria robusta | Mammillaria ruficeps | Mammillaria russea | Mammillaria rutila | Mammillaria stenocephala | Mammillaria stueberi | Mammillaria sulphurea | Mammillaria tentaculata | Neomammillaria aureiceps | Neomammillaria phaeacantha | Neomammillaria rhodantha,Cactus acicularis [Synonym] | Cactus atratus [Synonym] | Cactus aureiceps [Synonym] | Cactus canescens [Synonym] | Cactus capillaris [Synonym] | Cactus centrispinus [Synonym] | Cactus crassispinus [Synonym] | Cactus odieranus [Synonym] | Cactus phaeacanthus [Synonym] | Cactus pulcher [Synonym] | Cactus pyrrhochracanthus [Synonym] | Cactus pyrrhochroacanthus [Synonym] | Cactus rhodanthus [Synonym] | Cactus ruficeps [Synonym] | Cactus rutilus [Synonym] | Cactus stenocephalus [Synonym] | Cactus stueberi [Synonym] | Cactus tentaculatus [Synonym] | Mammillaria acicularis [Synonym] | Mammillaria andreae [Synonym] | Mammillaria atrata [Synonym] | Mammillaria aurata [Synonym] | Mammillaria aurea [Synonym] | Mammillaria aureiceps [Synonym] | Mammillaria bonavitii [Synonym] | Mammillaria centrispina [Synonym] | Mammillaria crassispina [Synonym] | Mammillaria diacentra [Synonym] | Mammillaria eugenia [Synonym] | Mammillaria flaviceps [Synonym] | Mammillaria floccigera [Synonym] | Mammillaria hybrida [Synonym] | Mammillaria imbricata [Synonym] | Mammillaria inuncta [Synonym] | Mammillaria neglecta [Synonym] | Mammillaria nigricans [Synonym] | Mammillaria odieriana [Synonym] | Mammillaria olivacea [Synonym] | Mammillaria pfeifferi [Synonym] | Mammillaria phaeacantha [Synonym] | Mammillaria pulchra [Synonym] | Mammillaria punctata [Synonym] | Mammillaria pyrrhocentra [Synonym] | Mammillaria pyrrhochracantha [Synonym] | Mammillaria radula [Synonym] | Mammillaria rhodantha [Accepted] | Mammillaria robusta [Synonym] | Mammillaria ruficeps [Synonym] | Mammillaria russea [Synonym] | Mammillaria rutila [Synonym] | Mammillaria stenocephala [Synonym] | Mammillaria stueberi [Synonym] | Mammillaria sulphurea [Synonym] | Mammillaria tentaculata [Synonym] | Neomammillaria aureiceps [Synonym] | Neomammillaria phaeacantha [Synonym] | Neomammillaria rhodantha [Synonym],,,,,,,,
wfo-0001288872,Cactus celsianus,Mammillaria muehlenpfordtii,C.F.Först.,Mammillaria,muehlenpfordtii,,,15,Cactus celsianus | Cactus lanifer | Cactus muehlenpfordtii | Cactus polycephalus | Cactus schaeferi | Mammillaria celsiana | Mammillaria lanifera | Mammillaria muehlenpfordtii | Mammillaria neopotosina | Mammillaria perringii | Mammillaria polycephala | Mammillaria polychlora | Mammillaria schaeferi | Neomammillaria celsiana | Neomammillaria muehlenpfordtii,Cactus celsianus [Synonym] | Cactus lanifer [Synonym] | Cactus muehlenpfordtii [Synonym] | Cactus polycephalus [Synonym] | Cactus schaeferi [Synonym] | Mammillaria celsiana [Synonym] | Mammillaria lanifera [Synonym] | Mammillaria muehlenpfordtii [Accepted] | Mammillaria neopotosina [Synonym] | Mammillaria perringii [Synonym] | Mammillaria polycephala [Synonym] | Mammillaria polychlora [Synonym] | Mammillaria schaeferi [Synonym] | Neomammillaria celsiana [Synonym] | Neomammillaria muehlenpfordtii [Synonym],,,,,,,,
wfo-0001248210,Neomammillaria rubida,Mammillaria bocensis,R.T.Craig,Mammillaria,bocensis,,,4,Mammillaria bocensis | Mammillaria neoschwarzeana | Mammillaria rubida | Neomammillaria rubida,Mammillaria bocensis [Accepted] | Mammillaria neoschwarzeana [Synonym] | Mammillaria rubida [Synonym] | Neomammillaria rubida [Synonym],,,,,,,,
wfo-0000369123,Mammillaria neumannii,Mammillaria neumannii,Regel ex Rümpler,Mammillaria,neumannii,,,1,Mammillaria neumannii,Mammillaria neumannii [Unchecked],,,,,,,,
wfo-0000369124,Mammillaria nicholsonii,Mammillaria nicholsonii,Anon.,Mammillaria,nicholsonii,,,1,Mammillaria nicholsonii,Mammillaria nicholsonii [Unchecked],,,,,,,,
wfo-0001288717,Dolichothele aylostera,Mammillaria beneckei,Ehrenb.,Mammillaria,beneckei,,,18,Cactus beneckei | Chilita colonensis | Chilita nelsonii | Dolichothele aylostera | Dolichothele balsasoides | Dolichothele beneckei | Dolichothele nelsonii | Mammillaria aylostera | Mammillaria balsasensis | Mammillaria balsasoides | Mammillaria barkeri | Mammillaria beneckei | Mammillaria colonensis | Mammillaria guiengolensis | Mammillaria nelsonii | Neomammillaria nelsonii | Oehmea beneckei | Oehmea nelsonii,Cactus beneckei [Synonym] | Chilita colonensis [Synonym] | Chilita nelsonii [Synonym] | Dolichothele aylostera [Synonym] | Dolichothele balsasoides [Synonym] | Dolichothele beneckei [Synonym] | Dolichothele nelsonii [Synonym] | Mammillaria aylostera [Synonym] | Mammillaria balsasensis [Synonym] | Mammillaria balsasoides [Synonym] | Mammillaria barkeri [Synonym] | Mammillaria beneckei [Accepted] | Mammillaria colonensis [Synonym] | Mammillaria guiengolensis [Synonym] | Mammillaria nelsonii [Synonym] | Neomammillaria nelsonii [Synonym] | Oehmea beneckei [Synonym] | Oehmea nelsonii [Synonym],,,,,,,,
wfo-0001256324,Mammillaria nazasensis,Mammillaria nazasensis,(Glass & R.A.Foster) Repp.,Mammillaria,nazasensis,,,1,Mammillaria nazasensis,Mammillaria nazasensis [Synonym],,,,,,,,
wfo-0001256335,Cactus dolichocentrus,Mammillaria neophaeacantha,Fritz Schwarz,Mammillaria,neophaeacantha,,,17,Cactus dolichocentrus | Cactus tetracanthus | Mammillaria dolichocentra | Mammillaria durispina | Mammillaria galeottii | Mammillaria kelleriana | Mammillaria kewensis | Mammillaria neophaeacantha | Mammillaria subdurispina | Mammillaria tetracantha | Mammillaria xochipilli | Neomammillaria dolichocentra | Neomammillaria durispina | Neomammillaria galeottii | Neomammillaria kewensis | Neomammillaria subdurispina | Neomammillaria tetracantha,Cactus dolichocentrus [Synonym] | Cactus tetracanthus [Synonym] | Mammillaria dolichocentra [Synonym] | Mammillaria durispina [Synonym] | Mammillaria galeottii [Synonym] | Mammillaria kelleriana [Synonym] | Mammillaria kewensis [Synonym] | Mammillaria neophaeacantha [Synonym] | Mammillaria subdurispina [Synonym] | Mammillaria tetracantha [Synonym] | Mammillaria xochipilli [Synonym] | Neomammillaria dolichocentra [Synonym] | Neomammillaria durispina [Synonym] | Neomammillaria galeottii [Synonym] | Neomammillaria kewensis [Synonym] | Neomammillaria subdurispina [Synonym] | Neomammillaria tetracantha [Synonym],,,,,,,,
wfo-0001288977,Cactus actinopleus,Mammillaria spinosissima,Lem.,Mammillaria,spinosissima,,,60,Cactus actinopleus | Cactus amabilis | Cactus atrosanguineus | Cactus auroreus | Cactus coronatus | Cactus cylindricus | Cactus eximius | Cactus heinei | Cactus isabellinus | Cactus linkeanus | Cactus mirabilis | Cactus polycentrus | Cactus pomaceus | Cactus pretiosus | Cactus pulcherrimus | Cactus spinosissimus | Cactus umbrinus | Cactus vulpinus | Chilita umbrina | Mammillaria actinoplea | Mammillaria albiseta | Mammillaria amabilis | Mammillaria atrosanguinea | Mammillaria aurorea | Mammillaria caesia | Mammillaria castaneoides | Mammillaria coronaria | Mammillaria coronata | Mammillaria eximia | Mammillaria flava | Mammillaria gasterantha | Mammillaria haynii | Mammillaria heinei | Mammillaria hepatica | Mammillaria herrmannii | Mammillaria isabellina | Mammillaria linkeana | Mammillaria mirabilis | Mammillaria neocoronaria | Mammillaria polyacantha | Mammillaria polyactina | Mammillaria polycantha | Mammillaria polycentra | Mammillaria pomacea | Mammillaria poselgeriana | Mammillaria pretiosa | Mammillaria pruinosa | Mammillaria pulcherrima | Mammillaria purpurascens | Mammillaria sanguinea | Mammillaria seegeri | Mammillaria spinosissima | Mammillaria uhdeana | Mammillaria umbrina | Mammillaria virginis | Mammillaria vulpina | Neomammillaria neocoronaria | Neomammillaria polycentra | Neomammillaria spinosissima | Neomammillaria umbrina,Cactus actinopleus [Synonym] | Cactus amabilis [Synonym] | Cactus atrosanguineus [Synonym] | Cactus auroreus [Synonym] | Cactus coronatus [Synonym] | Cactus cylindricus [Synonym] | Cactus eximius [Synonym] | Cactus heinei [Synonym] | Cactus isabellinus [Synonym] | Cactus linkeanus [Synonym] | Cactus mirabilis [Synonym] | Cactus polycentrus [Synonym] | Cactus pomaceus [Synonym] | Cactus pretiosus [Synonym] | Cactus pulcherrimus [Synonym] | Cactus spinosissimus [Synonym] | Cactus umbrinus [Synonym] | Cactus vulpinus [Synonym] | Chilita umbrina [Synonym] | Mammillaria actinoplea [Synonym] | Mammillaria albiseta [Synonym] | Mammillaria amabilis [Synonym] | Mammillaria atrosanguinea [Synonym] | Mammillaria aurorea [Synonym] | Mammillaria caesia [Synonym] | Mammillaria castaneoides [Synonym] | Mammillaria coronaria [Synonym] | Mammillaria coronata [Synonym] | Mammillaria eximia [Synonym] | Mammillaria flava [Synonym] | Mammillaria gasterantha [Synonym] | Mammillaria haynii [Synonym] | Mammillaria heinei [Synonym] | Mammillaria hepatica [Synonym] | Mammillaria herrmannii [Synonym] | Mammillaria isabellina [Synonym] | Mammillaria linkeana [Synonym] | Mammillaria mirabilis [Synonym] | Mammillaria neocoronaria [Synonym] | Mammillaria polyacantha [Synonym] | Mammillaria polyactina [Synonym] | Mammillaria polycantha [Synonym] | Mammillaria polycentra [Synonym] | Mammillaria pomacea [Synonym] | Mammillaria poselgeriana [Synonym] | Mammillaria pretiosa [Synonym] | Mammillaria pruinosa [Synonym] | Mammillaria pulcherrima [Synonym] | Mammillaria purpurascens [Synonym] | Mammillaria sanguinea [Synonym] | Mammillaria seegeri [Synonym] | Mammillaria spinosissima [Accepted] | Mammillaria uhdeana [Synonym] | Mammillaria umbrina [Synonym] | Mammillaria virginis [Synonym] | Mammillaria vulpina [Synonym] | Neomammillaria neocoronaria [Synonym] | Neomammillaria polycentra [Synonym] | Neomammillaria spinosissima [Synonym] | Neomammillaria umbrina [Synonym],,,,,,,,
wfo-0001288898,Cactus parkinsonii,Mammillaria parkinsonii,Ehrenb.,Mammillaria,parkinsonii,,,9,Cactus parkinsonii | Mammillaria auriareolis | Mammillaria dietrichiae | Mammillaria neocrucigera | Mammillaria parkinsonii | Mammillaria rosensis | Mammillaria tiegeliana | Neomammillaria parkinsonii | Neomammillaria rosensis,Cactus parkinsonii [Synonym] | Mammillaria auriareolis [Synonym] | Mammillaria dietrichiae [Synonym] | Mammillaria neocrucigera [Synonym] | Mammillaria parkinsonii [Accepted] | Mammillaria rosensis [Synonym] | Mammillaria tiegeliana [Synonym] | Neomammillaria parkinsonii [Synonym] | Neomammillaria rosensis [Synonym],,,,,,,,
wfo-0001256226,Neomammillaria neomystax,Mammillaria neomystax,Backeb.,Mammillaria,neomystax,,,6,Cactus fischeri | Mammillaria confusa | Mammillaria fischeri | Mammillaria neomystax | Neomammillaria confusa | Neomammillaria neomystax,Cactus fischeri [Synonym] | Mammillaria confusa [Synonym] | Mammillaria fischeri [Synonym] | Mammillaria neomystax [Synonym] | Neomammillaria confusa [Synonym] | Neomammillaria neomystax [Synonym],,,,,,,,
wfo-0000369137,Mammillaria nolascana,Mammillaria nolascana,Radley,Mammillaria,nolascana,,,1,Mammillaria nolascana,Mammillaria nolascana [Unchecked],,,,,,,,
wfo-0001256334,Chilita pilispina,Mammillaria pilispina,J.A.Purpus,Mammillaria,pilispina,,,13,Chilita pilispina | Chilita sanluisensis | Escobariopsis pilispina | Escobariopsis rayonesensis | Mammillaria odehnalii | Mammillaria pilispina | Mammillaria rayonensis | Mammillaria rayonesensis | Mammillaria sanluisensis | Mammillaria subtilis | Neolloydia pilispina | Neomammillaria pilispina | Neomammillaria sanluisensis,Chilita pilispina [Synonym] | Chilita sanluisensis [Synonym] | Escobariopsis pilispina [Synonym] | Escobariopsis rayonesensis [Synonym] | Mammillaria odehnalii [Synonym] | Mammillaria pilispina [Accepted] | Mammillaria rayonensis [Synonym] | Mammillaria rayonesensis [Synonym] | Mammillaria sanluisensis [Synonym] | Mammillaria subtilis [Synonym] | Neolloydia pilispina [Synonym] | Neomammillaria pilispina [Synonym] | Neomammillaria sanluisensis [Synonym],,,,,,,,
wfo-0001287024,Cactus cirrhifer,Mammillaria compressa,DC.,Mammillaria,compressa,,,19,Cactus cirrhifer | Cactus compressus | Cactus longisetus | Cactus squarrosus | Cactus subangularis | Cactus triacanthus | Mammillaria cirrhifera | Mammillaria cirrifera | Mammillaria compressa | Mammillaria kleinschmidtiana | Mammillaria longiseta | Mammillaria oettingenii | Mammillaria plinthimorpha | Mammillaria squarrosa | Mammillaria subangularis | Mammillaria subcirrhifera | Mammillaria triacantha | Neomammillaria compressa | Neomammillaria subangularis,Cactus cirrhifer [Synonym] | Cactus compressus [Synonym] | Cactus longisetus [Synonym] | Cactus squarrosus [Synonym] | Cactus subangularis [Synonym] | Cactus triacanthus [Synonym] | Mammillaria cirrhifera [Synonym] | Mammillaria cirrifera [Synonym] | Mammillaria compressa [Accepted] | Mammillaria kleinschmidtiana [Synonym] | Mammillaria longiseta [Synonym] | Mammillaria oettingenii [Synonym] | Mammillaria plinthimorpha [Synonym] | Mammillaria squarrosa [Synonym] | Mammillaria subangularis [Synonym] | Mammillaria subcirrhifera [Synonym] | Mammillaria triacantha [Synonym] | Neomammillaria compressa [Synonym] | Neomammillaria subangularis [Synonym],,,,,,,,
wfo-0000369242,Mammillaria ignota,Mammillaria lanigera,Repp.,Mammillaria,lanigera,,,3,Mammillaria ignota | Mammillaria lanigera | Mammillaria noureddineana,Mammillaria ignota [Synonym] | Mammillaria lanigera [Accepted] | Mammillaria noureddineana [Synonym],,,,,,,,
wfo-0001286978,Cactus affinis,Mammillaria polythele,Mart.,Mammillaria,polythele,,,35,Cactus affinis | Cactus hexacanthus | Cactus niger | Cactus nudus | Cactus oothele | Cactus ovimamma | Cactus polythele | Cactus quadrispinus | Cactus rhodeocentrus | Cactus setosus | Cactus webbianus | Mammillaria affinis | Mammillaria catafracta | Mammillaria columnaris | Mammillaria dolichacantha | Mammillaria echinops | Mammillaria hexacantha | Mammillaria hidalgensis | Mammillaria hoffmannseggii | Mammillaria longispina | Mammillaria multimamma | Mammillaria nigra | Mammillaria nuda | Mammillaria oothele | Mammillaria ovimamma | Mammillaria polythele | Mammillaria quadrispina | Mammillaria rhodeocentra | Mammillaria rigidispina | Mammillaria setosa | Mammillaria webbiana | Neomammillaria echinops | Neomammillaria hidalgensis | Neomammillaria hoffmanniana | Neomammillaria polythele,Cactus affinis [Synonym] | Cactus hexacanthus [Synonym] | Cactus niger [Synonym] | Cactus nudus [Synonym] | Cactus oothele [Synonym] | Cactus ovimamma [Synonym] | Cactus polythele [Synonym] | Cactus quadrispinus [Synonym] | Cactus rhodeocentrus [Synonym] | Cactus setosus [Synonym] | Cactus webbianus [Synonym] | Mammillaria affinis [Synonym] | Mammillaria catafracta [Synonym] | Mammillaria columnaris [Synonym] | Mammillaria dolichacantha [Synonym] | Mammillaria echinops [Synonym] | Mammillaria hexacantha [Synonym] | Mammillaria hidalgensis [Synonym] | Mammillaria hoffmannseggii [Synonym] | Mammillaria longispina [Synonym] | Mammillaria multimamma [Synonym] | Mammillaria nigra [Synonym] | Mammillaria nuda [Synonym] | Mammillaria oothele [Synonym] | Mammillaria ovimamma [Synonym] | Mammillaria polythele [Accepted] | Mammillaria quadrispina [Synonym] | Mammillaria rhodeocentra [Synonym] | Mammillaria rigidispina [Synonym] | Mammillaria setosa [Synonym] | Mammillaria webbiana [Synonym] | Neomammillaria echinops [Synonym] | Neomammillaria hidalgensis [Synonym] | Neomammillaria hoffmanniana [Synonym] | Neomammillaria polythele [Synonym],,,,,,,,
wfo-0001302760,Cactus mammillaris,Pelecyphora missouriensis,(Sweet) D.Aquino & Dan.Sánchez,Pelecyphora,missouriensis,,,23,Cactus mammillaris | Cactus missouriensis | Cactus notesteinii | Cactus similis | Coryphantha marstonii | Coryphantha missouriensis | Coryphantha nuttallii | Coryphantha similis | Coryphantha wissmannii | Echinocactus similis | Escobaria missouriensis | Mammillaria missouriensis | Mammillaria notesteinii | Mammillaria nuttallii | Mammillaria similis | Mammillaria wissmannii | Neobesseya missouriensis | Neobesseya notesteinii | Neobesseya nuttallii | Neobesseya similis | Neobesseya wissmannii | Neomammillaria missouriensis | Pelecyphora missouriensis,Cactus mammillaris [Synonym] | Cactus missouriensis [Synonym] | Cactus notesteinii [Synonym] | Cactus similis [Synonym] | Coryphantha marstonii [Synonym] | Coryphantha missouriensis [Synonym] | Coryphantha nuttallii [Synonym] | Coryphantha similis [Synonym] | Coryphantha wissmannii [Synonym] | Echinocactus similis [Synonym] | Escobaria missouriensis [Synonym] | Mammillaria missouriensis [Synonym] | Mammillaria notesteinii [Synonym] | Mammillaria nuttallii [Synonym] | Mammillaria similis [Synonym] | Mammillaria wissmannii [Synonym] | Neobesseya missouriensis [Synonym] | Neobesseya notesteinii [Synonym] | Neobesseya nuttallii [Synonym] | Neobesseya similis [Synonym] | Neobesseya wissmannii [Synonym] | Neomammillaria missouriensis [Synonym] | Pelecyphora missouriensis [Accepted],,,,,,,,
wfo-0001256136,Neomammillaria gigantea,Mammillaria gigantea,Hildm. ex K.Schum.,Mammillaria,gigantea,,,12,Mammillaria armatissima | Mammillaria gigantea | Mammillaria guanajuatensis | Mammillaria hamiltonhoytea | Mammillaria hamiltonhoytiae | Mammillaria hastifera | Mammillaria macdowellii | Mammillaria ocotillensis | Mammillaria saint-pieana | Neomammillaria gigantea | Neomammillaria hamiltonhoytea | Neomammillaria hamiltonhoytiae,Mammillaria armatissima [Synonym] | Mammillaria gigantea [Accepted] | Mammillaria guanajuatensis [Synonym] | Mammillaria hamiltonhoytea [Synonym] | Mammillaria hamiltonhoytiae [Synonym] | Mammillaria hastifera [Synonym] | Mammillaria macdowellii [Synonym] | Mammillaria ocotillensis [Synonym] | Mammillaria saint-pieana [Synonym] | Neomammillaria gigantea [Synonym] | Neomammillaria hamiltonhoytea [Synonym] | Neomammillaria hamiltonhoytiae [Synonym],,,,,,,,
wfo-0000369148,Mammillaria picturata,Mammillaria picturata,Labour.,Mammillaria,picturata,,,1,Mammillaria picturata,Mammillaria picturata [Unchecked],,,,,,,,
wfo-0001256131,Neomammillaria chiocephala,Mammillaria roemeri,Wolfg.Krüger & W.Rischer,Mammillaria,roemeri,,,7,Mammillaria caerulea | Mammillaria chionocephala | Mammillaria ritteriana | Mammillaria roemeri | Neomammillaria chiocephala | Neomammillaria chionocephala | Neomammillaria ritteriana,Mammillaria caerulea [Synonym] | Mammillaria chionocephala [Synonym] | Mammillaria ritteriana [Synonym] | Mammillaria roemeri [Synonym] | Neomammillaria chiocephala [Synonym] | Neomammillaria chionocephala [Synonym] | Neomammillaria ritteriana [Synonym],,,,,,,,
