cactus_id,legacy_display_name,accepted_name,accepted_author,accepted_genus,species,subfamily,tribe,names_count,all_names,all_names_with_status,photo_main_url,photo_flower_url,photo_spines_url,morphology_stem,morphology_spines,morphology_flower,morphology_fruit,notes_ru
wfo-0001430169,Lobivia atrovirens,Aylostera pygmaea,(R.E.Fr.) Mosti & Papini,Aylostera,pygmaea,,,162,Acantholobivia haagei | Aylostera amblypetala | Aylostera applanata | Aylostera atrovirens | Aylostera brachyantha | Aylostera brunescens | Aylostera brunneoradicata | Aylostera camargoensis | Aylostera canacruzensis | Aylostera carmeniana | Aylostera christinae | Aylostera cincinnata | Aylostera colorea | Aylostera crassa | Aylostera diersiana | Aylostera friedrichiana | Aylostera gavazzii | Aylostera haagei | Aylostera haefneriana | Aylostera huasiensis | Aylostera iridescens | Aylostera iscayachensis | Aylostera knizei | Aylostera leucacantha | Aylostera major | Aylostera marieae | Aylostera melanocentra | Aylostera minor | Aylostera mixticolor | Aylostera nazarenoensis | Aylostera nigricans | Aylostera odehnalii | Aylostera orurensis | Aylostera pallida | Aylostera parvula | Aylostera pauciareolata | Aylostera pelzliana | Aylostera polypetala | Aylostera pseudoritteri | Aylostera pygmaea | Aylostera raffaellii | Aylostera rovidana | Aylostera steinmannii | Aylostera tafnaensis | Aylostera torquata | Aylostera tropaeolipicta | Aylostera tuberculata | Aylostera violaceostaminata | Aylostera yuncharasensis | Aylostera yuquinensis | Aylostera zecheri | Digitorebutia atrovirens | Digitorebutia brachyantha | Digitorebutia costata | Digitorebutia digitiformis | Digitorebutia eucaliptana | Digitorebutia haagei | Digitorebutia haefneriana | Digitorebutia nazarenoensis | Digitorebutia orurensis | Digitorebutia pectinata | Digitorebutia yuquinensis | Echinocactus steinmannii | Echinopsis pygmaea | Lobivia atrovirens | Lobivia brachyantha | Lobivia costata | Lobivia digitiformis | Lobivia eucaliptana | Lobivia haagei | Lobivia neohaageana | Lobivia nigricans | Lobivia nigrispina | Lobivia orurensis | Lobivia pectinata | Lobivia pygmaea | Lobivia steinmannii | Mediolobivia atrovirens | Mediolobivia brachyantha | Mediolobivia costata | Mediolobivia digitiformis | Mediolobivia eucaliptana | Mediolobivia fuauxiana | Mediolobivia haagei | Mediolobivia haefneriana | Mediolobivia nigricans | Mediolobivia orurensis | Mediolobivia pectinata | Mediolobivia pygmaea | Mediolobivia steinmannii | Rebulobivia haagei | Rebutia albidula | Rebutia albispina | Rebutia amblypetala | Rebutia applanata | Rebutia atrovirens | Rebutia brachyantha | Rebutia brunescens | Rebutia brunneoradicata | Rebutia camargoensis | Rebutia canacruzensis | Rebutia carmeniana | Rebutia christinae | Rebutia cincinnata | Rebutia colorea | Rebutia costata | Rebutia crassa | Rebutia diersiana | Rebutia elegantula | Rebutia eucaliptana | Rebutia friedrichiana | Rebutia fuauxiana | Rebutia gavazzii | Rebutia gracilispina | Rebutia haagei | Rebutia haefneriana | Rebutia huasiensis | Rebutia iridescens | Rebutia iscayachensis | Rebutia knizei | Rebutia lanosiflora | Rebutia leucacantha | Rebutia major | Rebutia marieae | Rebutia melanocentra | Rebutia minor | Rebutia mixta | Rebutia mixticolor | Rebutia mudanensis | Rebutia nazarenoensis | Rebutia nigricans | Rebutia odehnalii | Rebutia odontopetala | Rebutia orurensis | Rebutia pallida | Rebutia parvula | Rebutia pauciareolata | Rebutia paucicostata | Rebutia pelzliana | Rebutia peterseimii | Rebutia poecilantha | Rebutia polypetala | Rebutia potosina | Rebutia pseudoritteri | Rebutia pygmaea | Rebutia raffaellii | Rebutia rauschii | Rebutia ritteri | Rebutia rosalbiflora | Rebutia rovidana | Rebutia rutiliflora | Rebutia salpingantha | Rebutia steinmannii | Rebutia tafnaensis | Rebutia torquata | Rebutia tropaeolipicta | Rebutia tuberculata | Rebutia villazonensis | Rebutia violaceostaminata | Rebutia yuncharasensis | Rebutia yuquinensis | Rebutia zecheri,Acantholobivia haagei [Synonym] | Aylostera amblypetala [Synonym] | Aylostera applanata [Synonym] | Aylostera atrovirens [Synonym] | Aylostera brachyantha [Synonym] | Aylostera brunescens [Synonym] | Aylostera brunneoradicata [Synonym] | Aylostera camargoensis [Synonym] | Aylostera canacruzensis [Synonym] | Aylostera carmeniana [Synonym] | Aylostera christinae [Synonym] | Aylostera cincinnata [Synonym] | Aylostera colorea [Synonym] | Aylostera crassa [Synonym] | Aylostera diersiana [Synonym] | Aylostera friedrichiana [Synonym] | Aylostera gavazzii [Synonym] | Aylostera haagei [Synonym] | Aylostera haefneriana [Synonym] | Aylostera huasiensis [Synonym] | Aylostera iridescens [Synonym] | Aylostera iscayachensis [Synonym] | Aylostera knizei [Synonym] | Aylostera leucacantha [Synonym] | Aylostera major [Synonym] | Aylostera marieae [Synonym] | Aylostera melanocentra [Synonym] | Aylostera minor [Synonym] | Aylostera mixticolor [Synonym] | Aylostera nazarenoensis [Synonym] | Aylostera nigricans [Synonym] | Aylostera odehnalii [Synonym] | Aylostera orurensis [Synonym] | Aylostera pallida [Synonym] | Aylostera parvula [Synonym] | Aylostera pauciareolata [Synonym] | Aylostera pelzliana [Synonym] | Aylostera polypetala [Synonym] | Aylostera pseudoritteri [Synonym] | Aylostera pygmaea [Accepted] | Aylostera raffaellii [Synonym] | Aylostera rovidana [Synonym] | Aylostera steinmannii [Synonym] | Aylostera tafnaensis [Synonym] | Aylostera torquata [Synonym] | Aylostera tropaeolipicta [Synonym] | Aylostera tuberculata [Synonym] | Aylostera violaceostaminata [Synonym] | Aylostera yuncharasensis [Synonym] | Aylostera yuquinensis [Synonym] | Aylostera zecheri [Synonym] | Digitorebutia atrovirens [Synonym] | Digitorebutia brachyantha [Synonym] | Digitorebutia costata [Synonym] | Digitorebutia digitiformis [Synonym] | Digitorebutia eucaliptana [Synonym] | Digitorebutia haagei [Synonym] | Digitorebutia haefneriana [Synonym] | Digitorebutia nazarenoensis [Synonym] | Digitorebutia orurensis [Synonym] | Digitorebutia pectinata [Synonym] | Digitorebutia yuquinensis [Synonym] | Echinocactus steinmannii [Synonym] | Echinopsis pygmaea [Synonym] | Lobivia atrovirens [Synonym] | Lobivia brachyantha [Synonym] | Lobivia costata [Synonym] | Lobivia digitiformis [Synonym] | Lobivia eucaliptana [Synonym] | Lobivia haagei [Synonym] | Lobivia neohaageana [Synonym] | Lobivia nigricans [Synonym] | Lobivia nigrispina [Synonym] | Lobivia orurensis [Synonym] | Lobivia pectinata [Synonym] | Lobivia pygmaea [Synonym] | Lobivia steinmannii [Synonym] | Mediolobivia atrovirens [Synonym] | Mediolobivia brachyantha [Synonym] | Mediolobivia costata [Synonym] | Mediolobivia digitiformis [Synonym] | Mediolobivia eucaliptana [Synonym] | Mediolobivia fuauxiana [Synonym] | Mediolobivia haagei [Synonym] | Mediolobivia haefneriana [Synonym] | Mediolobivia nigricans [Synonym] | Mediolobivia orurensis [Synonym] | Mediolobivia pectinata [Synonym] | Mediolobivia pygmaea [Synonym] | Mediolobivia steinmannii [Synonym] | Rebulobivia haagei [Synonym] | Rebutia albidula [Synonym] | Rebutia albispina [Synonym] | Rebutia amblypetala [Synonym] | Rebutia applanata [Synonym] | Rebutia atrovirens [Synonym] | Rebutia brachyantha [Synonym] | Rebutia brunescens [Synonym] | Rebutia brunneoradicata [Synonym] | Rebutia camargoensis [Synonym] | Rebutia canacruzensis [Synonym] | Rebutia carmeniana [Synonym] | Rebutia christinae [Synonym] | Rebutia cincinnata [Synonym] | Rebutia colorea [Synonym] | Rebutia costata [Synonym] | Rebutia crassa [Synonym] | Rebutia diersiana [Synonym] | Rebutia elegantula [Synonym] | Rebutia eucaliptana [Synonym] | Rebutia friedrichiana [Synonym] | Rebutia fuauxiana [Synonym] | Rebutia gavazzii [Synonym] | Rebutia gracilispina [Synonym] | Rebutia haagei [Synonym] | Rebutia haefneriana [Synonym] | Rebutia huasiensis [Synonym] | Rebutia iridescens [Synonym] | Rebutia iscayachensis [Synonym] | Rebutia knizei [Synonym] | Rebutia lanosiflora [Synonym] | Rebutia leucacantha [Synonym] | Rebutia major [Synonym] | Rebutia marieae [Synonym] | Rebutia melanocentra [Synonym] | Rebutia minor [Synonym] | Rebutia mixta [Synonym] | Rebutia mixticolor [Synonym] | Rebutia mudanensis [Synonym] | Rebutia nazarenoensis [Synonym] | Rebutia nigricans [Synonym] | Rebutia odehnalii [Synonym] | Rebutia odontopetala [Synonym] | Rebutia orurensis [Synonym] | Rebutia pallida [Synonym] | Rebutia parvula [Synonym] | Rebutia pauciareolata [Synonym] | Rebutia paucicostata [Synonym] | Rebutia pelzliana [Synonym] | Rebutia peterseimii [Synonym] | Rebutia poecilantha [Synonym] | Rebutia polypetala [Synonym] | Rebutia potosina [Synonym] | Rebutia pseudoritteri [Synonym] | Rebutia pygmaea [Synonym] | Rebutia raffaellii [Synonym] | Rebutia rauschii [Synonym] | Rebutia ritteri [Synonym] | Rebutia rosalbiflora [Synonym] | Rebutia rovidana [Synonym] | Rebutia rutiliflora [Synonym] | Rebutia salpingantha [Synonym] | Rebutia steinmannii [Synonym] | Rebutia tafnaensis [Synonym] | Rebutia torquata [Synonym] | Rebutia tropaeolipicta [Synonym] | Rebutia tuberculata [Synonym] | Rebutia villazonensis [Synonym] | Rebutia violaceostaminata [Synonym] | Rebutia yuncharasensis [Synonym] | Rebutia yuquinensis [Synonym] | Rebutia zecheri [Synonym],,,,,,,,
wfo-0000641586,Furiolobivia ducis-pauli,Denmoza rhodacantha,(Salm-Dyck) Britton & Rose,Denmoza,rhodacantha,,,18,Cactus coccineus | Cereus erythrocephalus | Cereus rhodacanthus | Cleistocactus rhodacanthus | Denmoza ducis-pauli | Denmoza erythrocephala | Denmoza rhodacantha | Echinocactus coccineus | Echinocactus rhodacanthus | Echinopsis ducis-pauli | Echinopsis rhodacantha | Echinopsis rhodocantha | Furiolobivia ducis-pauli | Lobivia ducis-pauli | Mammillaria coccinea | Pilocereus erythrocephalus | Pilocereus rhodacanthus | Pseudolobivia ducis-pauli,Cactus coccineus [Synonym] | Cereus erythrocephalus [Synonym] | Cereus rhodacanthus [Synonym] | Cleistocactus rhodacanthus [Synonym] | Denmoza ducis-pauli [Synonym] | Denmoza erythrocephala [Synonym] | Denmoza rhodacantha [Accepted] | Echinocactus coccineus [Synonym] | Echinocactus rhodacanthus [Synonym] | Echinopsis ducis-pauli [Synonym] | Echinopsis rhodacantha [Synonym] | Echinopsis rhodocantha [Synonym] | Furiolobivia ducis-pauli [Synonym] | Lobivia ducis-pauli [Synonym] | Mammillaria coccinea [Synonym] | Pilocereus erythrocephalus [Synonym] | Pilocereus rhodacanthus [Synonym] | Pseudolobivia ducis-pauli [Synonym],,,,,,,,
wfo-0000661962,Lobivia cylindrica,Echinopsis aurea,Britton & Rose,Echinopsis,aurea,,,11,Echinopsis aurea | Echinopsis quinesensis | Hymenorebutia aurea | Hymenorebutia quinesensis | Lobivia aurea | Lobivia cylindrica | Pseudolobivia aurea | Pseudolobivia luteiflora | Salpingolobivia aurea | Salpingolobivia cylindrica | Salpingolobivia spinosissima,Echinopsis aurea [Accepted] | Echinopsis quinesensis [Synonym] | Hymenorebutia aurea [Synonym] | Hymenorebutia quinesensis [Synonym] | Lobivia aurea [Synonym] | Lobivia cylindrica [Synonym] | Pseudolobivia aurea [Synonym] | Pseudolobivia luteiflora [Synonym] | Salpingolobivia aurea [Synonym] | Salpingolobivia cylindrica [Synonym] | Salpingolobivia spinosissima [Synonym],,,,,,,,
wfo-0000357966,Lobivia ducis-pauli,Lobivia ducis-pauli,Frič,Lobivia,ducis-pauli,,,1,Lobivia ducis-pauli,Lobivia ducis-pauli [Unchecked],,,,,,,,
wfo-0000357967,Lobivia dragai,Lobivia dragai,Frič,Lobivia,dragai,,,1,Lobivia dragai,Lobivia dragai [Unchecked],,,,,,,,
wfo-0000661969,Echinopsis cylindracea,Lobivia cylindracea,Backeb.,Lobivia,cylindracea,,,4,Echinopsis cylindracea | Echinopsis fallax | Lobivia cylindracea | Lobivia fallax,Echinopsis cylindracea [Synonym] | Echinopsis fallax [Synonym] | Lobivia cylindracea [Synonym] | Lobivia fallax [Synonym],,,,,,,,
wfo-0000438996,Acanthocalycium formosum,Soehrensia formosa,(Pfeiff.) Backeb.,Soehrensia,formosa,,,17,Acanthocalycium formosum | Acanthocalycium oreopepon | Acanthocalycium oreopogon | Cereus gilliesii | Echinocactus formosus | Echinocactus gilliesii | Echinonyctanthus formosus | Echinopsis formosa | Echinopsis oreopepon | Echinopsis oreopogon | Lobivia formosa | Lobivia oreopepon | Lobivia oreopogon | Melocactus gilliesii | Soehrensia formosa | Soehrensia oreopepon | Trichocereus formosus,Acanthocalycium formosum [Synonym] | Acanthocalycium oreopepon [Synonym] | Acanthocalycium oreopogon [Synonym] | Cereus gilliesii [Synonym] | Echinocactus formosus [Synonym] | Echinocactus gilliesii [Synonym] | Echinonyctanthus formosus [Synonym] | Echinopsis formosa [Synonym] | Echinopsis oreopepon [Synonym] | Echinopsis oreopogon [Synonym] | Lobivia formosa [Synonym] | Lobivia oreopepon [Synonym] | Lobivia oreopogon [Synonym] | Melocactus gilliesii [Synonym] | Soehrensia formosa [Accepted] | Soehrensia oreopepon [Synonym] | Trichocereus formosus [Synonym],,,,,,,,
wfo-0000399679,Cactus alatus,Rhipsalis pachyptera,Pfeiff.,Rhipsalis,pachyptera,,,10,Cactus alatus | Cactus triqueter | Cereus alatus | Hariota pachyptera | Hariota robusta | Hariota triquetra | Lepismium fluminense | Rhipsalis dusenii | Rhipsalis pachyptera | Rhipsalis robusta,Cactus alatus [Synonym] | Cactus triqueter [Synonym] | Cereus alatus [Synonym] | Hariota pachyptera [Synonym] | Hariota robusta [Synonym] | Hariota triquetra [Synonym] | Lepismium fluminense [Synonym] | Rhipsalis dusenii [Synonym] | Rhipsalis pachyptera [Accepted] | Rhipsalis robusta [Synonym],,,,,,,,
wfo-0000399700,Lepismium chrysanthum,Rhipsalis dissimilis,(G.Lindb.) K.Schum.,Rhipsalis,dissimilis,,,15,Hariota rugosa | Hariota rugulosa | Hylorhipsalis rugulosa | Lepismium chrysanthum | Lepismium dissimile | Lepismium marnierianum | Lepismium rigidum | Lepismium saxatile | Rhipsalis chrysantha | Rhipsalis dissimilis | Rhipsalis rigida | Rhipsalis rugulosa | Rhipsalis saxatile | Rhipsalis setulosa | Rhipsalis spinescens,Hariota rugosa [Synonym] | Hariota rugulosa [Synonym] | Hylorhipsalis rugulosa [Synonym] | Lepismium chrysanthum [Synonym] | Lepismium dissimile [Synonym] | Lepismium marnierianum [Synonym] | Lepismium rigidum [Synonym] | Lepismium saxatile [Synonym] | Rhipsalis chrysantha [Synonym] | Rhipsalis dissimilis [Accepted] | Rhipsalis rigida [Synonym] | Rhipsalis rugulosa [Synonym] | Rhipsalis saxatile [Synonym] | Rhipsalis setulosa [Synonym] | Rhipsalis spinescens [Synonym],,,,,,,,
wfo-0000357990,Rhipsalis vollii,Lepismium cruciforme,(Vell.) Miq.,Lepismium,cruciforme,,,37,Cactus cruciformis | Cereus cruciformis | Cereus elegans | Cereus knightii | Cereus myosurus | Cereus squamulosus | Cereus tenuis | Cereus tenuispinus | Hariota cruciformis | Hariota knightii | Hariota ramosissima | Hariota squamulosa | Lepismium anceps | Lepismium cavernosum | Lepismium commune | Lepismium cruciforme | Lepismium duprei | Lepismium floribundum | Lepismium knightii | Lepismium myosurus | Lepismium radicans | Lepismium ramosissimum | Lepismium tenue | Lepismium vollii | Rhipsalis anceps | Rhipsalis brevibarbis | Rhipsalis cavernosa | Rhipsalis cruciformis | Rhipsalis ensiformis | Rhipsalis knightii | Rhipsalis macropogon | Rhipsalis mittleri | Rhipsalis myosurus | Rhipsalis radicans | Rhipsalis ramosissima | Rhipsalis squamulosa | Rhipsalis vollii,Cactus cruciformis [Synonym] | Cereus cruciformis [Synonym] | Cereus elegans [Synonym] | Cereus knightii [Synonym] | Cereus myosurus [Synonym] | Cereus squamulosus [Synonym] | Cereus tenuis [Synonym] | Cereus tenuispinus [Synonym] | Hariota cruciformis [Synonym] | Hariota knightii [Synonym] | Hariota ramosissima [Synonym] | Hariota squamulosa [Synonym] | Lepismium anceps [Synonym] | Lepismium cavernosum [Synonym] | Lepismium commune [Synonym] | Lepismium cruciforme [Accepted] | Lepismium duprei [Synonym] | Lepismium floribundum [Synonym] | Lepismium knightii [Synonym] | Lepismium myosurus [Synonym] | Lepismium radicans [Synonym] | Lepismium ramosissimum [Synonym] | Lepismium tenue [Synonym] | Lepismium vollii [Synonym] | Rhipsalis anceps [Synonym] | Rhipsalis brevibarbis [Synonym] | Rhipsalis cavernosa [Synonym] | Rhipsalis cruciformis [Synonym] | Rhipsalis ensiformis [Synonym] | Rhipsalis knightii [Synonym] | Rhipsalis macropogon [Synonym] | Rhipsalis mittleri [Synonym] | Rhipsalis myosurus [Synonym] | Rhipsalis radicans [Synonym] | Rhipsalis ramosissima [Synonym] | Rhipsalis squamulosa [Synonym] | Rhipsalis vollii [Synonym],,,,,,,,
wfo-0000357981,Acanthorhipsalis houlletiana,Lepismium houlletianum,(Lem.) Barthlott,Lepismium,houlletianum,,,7,Acanthorhipsalis houlletiana | Hariota houlletiana | Hatiora houlletiana | Lepismium houlletianum | Nothorhipsalis houlletiana | Rhipsalis houlletiana | Rhipsalis houlletii,Acanthorhipsalis houlletiana [Synonym] | Hariota houlletiana [Synonym] | Hatiora houlletiana [Synonym] | Lepismium houlletianum [Accepted] | Nothorhipsalis houlletiana [Synonym] | Rhipsalis houlletiana [Synonym] | Rhipsalis houlletii [Synonym],,,,,,,,
wfo-0000399666,Cereus pterocaulis,Rhipsalis paradoxa,(Salm-Dyck ex Pfeiff.) Salm-Dyck,Rhipsalis,paradoxa,,,9,Cereus pterocaulis | Hariota alternata | Hariota paradoxa | Hylorhipsalis paradoxa | Lepismium alternatum | Lepismium paradoxum | Rhipsalis alternata | Rhipsalis paradoxa | Rhipsalis pterocaulis,Cereus pterocaulis [Synonym] | Hariota alternata [Synonym] | Hariota paradoxa [Synonym] | Hylorhipsalis paradoxa [Synonym] | Lepismium alternatum [Synonym] | Lepismium paradoxum [Synonym] | Rhipsalis alternata [Synonym] | Rhipsalis paradoxa [Accepted] | Rhipsalis pterocaulis [Synonym],,,,,,,,
wfo-0000399774,Lepismium chrysocarpum,Rhipsalis puniceodiscus,G.Lindb.,Rhipsalis,puniceodiscus,,,6,Lepismium chrysocarpum | Lepismium puniceo-discus | Lepismium puniceodiscum | Lepismium puniceodiscus | Rhipsalis chrysocarpa | Rhipsalis puniceodiscus,Lepismium chrysocarpum [Synonym] | Lepismium puniceo-discus [Synonym] | Lepismium puniceodiscum [Synonym] | Lepismium puniceodiscus [Synonym] | Rhipsalis chrysocarpa [Synonym] | Rhipsalis puniceodiscus [Accepted],,,,,,,,
wfo-0000357993,Cereus lumbricoides,Lepismium lumbricoides,(Lem.) Barthlott,Lepismium,lumbricoides,,,5,Cereus lumbricoides | Hariota lumbricalis | Lepismium lumbricoides | Ophiorhipsalis lumbricoides | Rhipsalis lumbricoides,Cereus lumbricoides [Synonym] | Hariota lumbricalis [Synonym] | Lepismium lumbricoides [Accepted] | Ophiorhipsalis lumbricoides [Synonym] | Rhipsalis lumbricoides [Synonym],,,,,,,,
wfo-0000357995,Lemaireocereus gladiger,Lemaireocereus gladiger,Backeb.,Lemaireocereus,gladiger,,,1,Lemaireocereus gladiger,Lemaireocereus gladiger [Unchecked],,,,,,,,
wfo-0000438960,Neolemaireocereus griseus,Stenocereus griseus,(Haw.) Buxb.,Stenocereus,griseus,,,25,Cactus eburneus | Cereus clavatus | Cereus deficiens | Cereus eburneus | Cereus enriquezii | Cereus griseus | Cereus peruvianus | Cereus polygonatus | Cereus resupinatus | Cereus ziczkaanus | Cereus zizkaanus | Griseocactus griseus | Griseocereus griseus | Lemaireocereus deficiens | Lemaireocereus eburneus | Lemaireocereus griseus | Neogriseocereus griseus | Neolemaireocereus griseus | Pilocereus deficiens | Rathbunia deficiens | Rathbunia grisea | Ritterocereus deficiens | Ritterocereus griseus | Stenocereus deficiens | Stenocereus griseus,Cactus eburneus [Synonym] | Cereus clavatus [Synonym] | Cereus deficiens [Synonym] | Cereus eburneus [Synonym] | Cereus enriquezii [Synonym] | Cereus griseus [Synonym] | Cereus peruvianus [Synonym] | Cereus polygonatus [Synonym] | Cereus resupinatus [Synonym] | Cereus ziczkaanus [Synonym] | Cereus zizkaanus [Synonym] | Griseocactus griseus [Synonym] | Griseocereus griseus [Synonym] | Lemaireocereus deficiens [Synonym] | Lemaireocereus eburneus [Synonym] | Lemaireocereus griseus [Synonym] | Neogriseocereus griseus [Synonym] | Neolemaireocereus griseus [Synonym] | Pilocereus deficiens [Synonym] | Rathbunia deficiens [Synonym] | Rathbunia grisea [Synonym] | Ritterocereus deficiens [Synonym] | Ritterocereus griseus [Synonym] | Stenocereus deficiens [Synonym] | Stenocereus griseus [Accepted],,,,,,,,
wfo-0001289179,Lemaireocereus matucanensis,Armatocereus matucanensis,Backeb. ex A.W.Hill,Armatocereus,matucanensis,,,6,Armatocereus arboreus | Armatocereus churinensis | Armatocereus mataranus | Armatocereus matucanensis | Armatocereus rupicola | Lemaireocereus matucanensis,Armatocereus arboreus [Synonym] | Armatocereus churinensis [Synonym] | Armatocereus mataranus [Synonym] | Armatocereus matucanensis [Accepted] | Armatocereus matucanensis [Synonym] | Armatocereus rupicola [Synonym] | Lemaireocereus matucanensis [Synonym],,,,,,,,
wfo-0000369322,Neolemaireocereus aragonii,Marshallocereus aragonii,(F.A.C.Weber) Backeb.,Marshallocereus,aragonii,,,15,Cereus aragonii | Cereus eichlamii | Cereus schumannii | Lemaireocereus aragonii | Lemaireocereus eichlamii | Lemaireocereus schumannii | Marshallocereus aragonii | Neolemaireocereus aragonii | Pachycereus aragonii | Pachycereus eichlamii | Pachycereus schumannii | Rathbunia eichlamii | Ritterocereus eichlamii | Stenocereus aragonii | Stenocereus eichlamii,Cereus aragonii [Synonym] | Cereus eichlamii [Synonym] | Cereus schumannii [Synonym] | Lemaireocereus aragonii [Synonym] | Lemaireocereus eichlamii [Synonym] | Lemaireocereus schumannii [Synonym] | Marshallocereus aragonii [Accepted] | Neolemaireocereus aragonii [Synonym] | Pachycereus aragonii [Synonym] | Pachycereus eichlamii [Synonym] | Pachycereus schumannii [Synonym] | Rathbunia eichlamii [Synonym] | Ritterocereus eichlamii [Synonym] | Stenocereus aragonii [Synonym] | Stenocereus eichlamii [Synonym],,,,,,,,
wfo-0001257457,Cereus bavosus,Lemaireocereus hollianus,(F.A.C.Weber ex J.M.Coult.) Britton & Rose,Lemaireocereus,hollianus,,,5,Cereus bavosus | Cereus hollianus | Lemaireocereus bavosus | Lemaireocereus hollianus | Pachycereus hollianus,Cereus bavosus [Synonym] | Cereus hollianus [Synonym] | Lemaireocereus bavosus [Synonym] | Lemaireocereus hollianus [Accepted] | Pachycereus hollianus [Synonym],,,,,,,,
wfo-0000358086,Lophocereus mieckleyanus,Lophocereus schottii,(Engelm.) Britton & Rose,Lophocereus,schottii,,,13,Cereus mieckleyanus | Cereus palmeri | Cereus sargentianus | Cereus schottii | Lemaireocereus mieckleyanus | Lophocereus australis | Lophocereus mieckleyanus | Lophocereus sargentianus | Lophocereus schottii | Pachycereus australis | Pachycereus schottii | Pilocereus sargentianus | Pilocereus schottii,Cereus mieckleyanus [Synonym] | Cereus palmeri [Synonym] | Cereus sargentianus [Synonym] | Cereus schottii [Synonym] | Lemaireocereus mieckleyanus [Synonym] | Lophocereus australis [Synonym] | Lophocereus mieckleyanus [Synonym] | Lophocereus sargentianus [Synonym] | Lophocereus schottii [Accepted] | Pachycereus australis [Synonym] | Pachycereus schottii [Synonym] | Pilocereus sargentianus [Synonym] | Pilocereus schottii [Synonym],,,,,,,,
wfo-0000614654,Cereus paulensis,Coleocephalocereus fluminensis,(Miq.) Backeb.,Coleocephalocereus,fluminensis,,,13,Austrocephalocereus fluminensis | Cactus melocactus | Cephalocereus fluminensis | Cephalocereus melocactus | Cereus ferox | Cereus fluminensis | Cereus melocactus | Cereus paulensis | Coleocephalocereus fluminensis | Coleocephalocereus paulensis | Leocereus paulensis | Pilocereus melocactus | Pilocereus vellozoi,Austrocephalocereus fluminensis [Synonym] | Cactus melocactus [Synonym] | Cephalocereus fluminensis [Synonym] | Cephalocereus melocactus [Synonym] | Cereus ferox [Synonym] | Cereus fluminensis [Synonym] | Cereus melocactus [Synonym] | Cereus paulensis [Synonym] | Coleocephalocereus fluminensis [Accepted] | Coleocephalocereus paulensis [Synonym] | Leocereus paulensis [Synonym] | Pilocereus melocactus [Synonym] | Pilocereus vellozoi [Synonym],,,,,,,,
wfo-0000684586,Cereus squamosus,Facheiroa squamosa,(Gürke) P.J.Braun & Esteves,Facheiroa,squamosa,,,7,Cereus squamosus | Facheiroa braunii | Facheiroa deinacanthus | Facheiroa squamosa | Leocereus squamosus | Zehntnerella polygona | Zehntnerella squamulosa,Cereus squamosus [Synonym] | Facheiroa braunii [Synonym] | Facheiroa deinacanthus [Synonym] | Facheiroa squamosa [Accepted] | Leocereus squamosus [Synonym] | Zehntnerella polygona [Synonym] | Zehntnerella squamulosa [Synonym],,,,,,,,
wfo-1000061038,Cereus bahiensis,Facheiroa bahiensis,(Britton & Rose) N.P.Taylor,Facheiroa,bahiensis,,,5,Cereus bahiensis | Facheiroa bahiensis | Leocereus bahiensis | Leocereus estevesii | Leocereus urandianus,Cereus bahiensis [Synonym] | Facheiroa bahiensis [Accepted] | Leocereus bahiensis [Synonym] | Leocereus estevesii [Synonym] | Leocereus urandianus [Synonym],,,,,,,,
wfo-0000439028,Ritterocereus pruinosus,Stenocereus pruinosus,(Otto ex Pfeiff.) Buxb.,Stenocereus,pruinosus,,,12,Cactus pruinosus | Cereus edulis | Cereus pruinosus | Cereus roridus | Echinocactus pruinosus | Griseocactus pruinosus | Griseocereus pruinosus | Lemaireocereus pruinosus | Neogriseocereus pruinosus | Rathbunia pruinosa | Ritterocereus pruinosus | Stenocereus pruinosus,Cactus pruinosus [Synonym] | Cereus edulis [Synonym] | Cereus pruinosus [Synonym] | Cereus roridus [Synonym] | Echinocactus pruinosus [Synonym] | Griseocactus pruinosus [Synonym] | Griseocereus pruinosus [Synonym] | Lemaireocereus pruinosus [Synonym] | Neogriseocereus pruinosus [Synonym] | Rathbunia pruinosa [Synonym] | Ritterocereus pruinosus [Synonym] | Stenocereus pruinosus [Accepted],,,,,,,,
wfo-0000439435,Ritterocereus queretaroensis,Stenocereus queretaroensis,(F.A.C.Weber) Buxb.,Stenocereus,queretaroensis,,,8,Cereus queretaroensis | Glandulicereus queretaroensis | Lemaireocereus queretarensis | Lemaireocereus queretaroensis | Pachycereus queretarensis | Rathbunia queretaroensis | Ritterocereus queretaroensis | Stenocereus queretaroensis,Cereus queretaroensis [Synonym] | Glandulicereus queretaroensis [Synonym] | Lemaireocereus queretarensis [Synonym] | Lemaireocereus queretaroensis [Synonym] | Pachycereus queretarensis [Synonym] | Rathbunia queretaroensis [Synonym] | Ritterocereus queretaroensis [Synonym] | Stenocereus queretaroensis [Accepted],,,,,,,,
wfo-0000398357,Ritterocereus weberi,Pachycereus weberi,(J.M.Coult.) Backeb.,Pachycereus,weberi,,,9,Cereus belieuli | Cereus candelabrum | Cereus pugionifer | Cereus weberi | Lemaireocereus weberi | Pachycereus gigas | Pachycereus weberi | Ritterocereus weberi | Stenocereus weberi,Cereus belieuli [Synonym] | Cereus candelabrum [Synonym] | Cereus pugionifer [Synonym] | Cereus weberi [Synonym] | Lemaireocereus weberi [Synonym] | Pachycereus gigas [Synonym] | Pachycereus weberi [Accepted] | Ritterocereus weberi [Synonym] | Stenocereus weberi [Synonym],,,,,,,,
